시간대,입찰가 (Bid),광고비 (Ad Spend),노출 수 (Impressions),클릭 수 (Clicks),전환 수 (Conversions),CVR (Conversion Rate),CR (Click Through Rate),CPR (Cost Per Conversion),CTR (Click Through Rate)
2025-04-02 07:00:00,4380,4578.08185940694,6681,639,90,0.14084507042253522,0.09564436461607544,50.86757621563266,0.09564436461607544
2025-04-02 08:00:00,1769,1859.955329282621,9097,870,123,0.1413793103448276,0.09563592393096625,15.121588042948138,0.09563592393096625
2025-04-02 09:00:00,3391,3308.1582425188385,9016,862,122,0.14153132250580047,0.0956078083407276,27.1160511681872,0.0956078083407276
2025-04-02 10:00:00,2515,2384.765670661805,7636,730,103,0.1410958904109589,0.09559979046621268,23.153064763706844,0.09559979046621268
2025-04-02 11:00:00,4485,4220.4256596703535,7137,682,96,0.14076246334310852,0.09555835785343982,43.96276728823285,0.09555835785343982
2025-04-02 12:00:00,3853,3661.4615438877922,8416,805,114,0.14161490683229813,0.09565114068441065,32.11808371831397,0.09565114068441065
2025-04-02 13:00:00,3433,3278.330851837989,9445,903,128,0.14174972314507198,0.09560614081524617,25.61195977998429,0.09560614081524617
2025-04-02 14:00:00,2215,2085.301848510569,8530,816,115,0.1409313725490196,0.09566236811254396,18.133059552265816,0.09566236811254396
2025-04-02 15:00:00,1955,2102.884280984364,6286,601,85,0.14143094841930118,0.09560929048679606,24.739815070404283,0.09560929048679606
2025-04-02 16:00:00,3324,3494.8530230680976,8179,782,110,0.14066496163682865,0.09561071035578922,31.77139111880089,0.09561071035578922
2025-04-02 17:00:00,2184,1986.084377131205,8654,827,117,0.1414752116082225,0.0955627455511902,16.975080146420556,0.0955627455511902
2025-04-02 18:00:00,1459,1391.4986302549846,7359,703,99,0.14082503556187767,0.09552928387009105,14.05554171974732,0.09552928387009105
2025-04-02 19:00:00,4385,3965.956018760575,5444,520,73,0.14038461538461539,0.09551800146950772,54.32816464055582,0.09551800146950772
2025-04-02 20:00:00,1021,1020.6253311130914,5035,481,68,0.14137214137214138,0.0955312810327706,15.009196045780756,0.0955312810327706
2025-04-02 21:00:00,3300,3284.2990598807496,6475,619,87,0.14054927302100162,0.0955984555984556,37.75056390667528,0.0955984555984556
2025-04-02 22:00:00,1747,1862.7811986278382,8957,856,121,0.1413551401869159,0.0955677124037066,15.394885939073044,0.0955677124037066
2025-04-02 23:00:00,3904,3753.9124688132356,6798,650,92,0.14153846153846153,0.09561635775228008,40.80339640014387,0.09561635775228008
2025-04-03 00:00:00,4632,4925.099745101382,6845,654,92,0.14067278287461774,0.09554419284149014,53.53369288153676,0.09554419284149014
2025-04-03 01:00:00,1474,1611.9586660516597,6408,613,86,0.1402936378466558,0.09566167290886392,18.743705419205344,0.09566167290886392
2025-04-03 02:00:00,2082,1910.613184209455,6708,641,90,0.14040561622464898,0.09555754323196183,21.229035380105056,0.09555754323196183
2025-04-03 03:00:00,3558,3765.6575745665914,7938,759,107,0.14097496706192358,0.09561602418745276,35.19306144454758,0.09561602418745276
2025-04-03 04:00:00,4753,4838.512075819038,6300,602,85,0.14119601328903655,0.09555555555555556,56.92367148022397,0.09555555555555556
2025-04-03 05:00:00,3047,3034.840012301059,6243,597,84,0.1407035175879397,0.0956271023546372,36.12904776548879,0.0956271023546372
2025-04-03 06:00:00,4547,4474.7352371180195,8976,858,121,0.14102564102564102,0.09558823529411764,36.98128295138859,0.09558823529411764
2025-04-03 07:00:00,3747,3960.330396999866,8097,774,109,0.14082687338501293,0.0955909596146721,36.33330639449419,0.0955909596146721
2025-04-03 08:00:00,1975,2030.0477360048258,9616,919,130,0.14145810663764963,0.09556988352745424,15.615751815421737,0.09556988352745424
2025-04-03 09:00:00,2806,2977.191067411866,5009,479,67,0.13987473903966596,0.09562786983429826,44.43568757331143,0.09562786983429826
2025-04-03 10:00:00,1189,1284.8693217533016,7425,710,100,0.14084507042253522,0.09562289562289562,12.848693217533016,0.09562289562289562
2025-04-03 11:00:00,4005,4098.928233389931,6660,637,90,0.141287284144427,0.09564564564564565,45.5436470376659,0.09564564564564565
2025-04-03 12:00:00,3734,4092.8095630989883,7631,730,103,0.1410958904109589,0.09566242956362207,39.736015175718336,0.09566242956362207
2025-04-03 13:00:00,4005,4091.5783674830504,9815,938,133,0.1417910447761194,0.09556800815078961,30.76374712393271,0.09556800815078961
2025-04-03 14:00:00,1562,1604.6876860748014,6072,580,82,0.1413793103448276,0.09552042160737813,19.569362025302457,0.09552042160737813
2025-04-03 15:00:00,2899,2930.7820898327827,8225,786,111,0.14122137404580154,0.09556231003039514,26.40344225074579,0.09556231003039514
2025-04-03 16:00:00,4638,4258.613539659214,9954,952,135,0.14180672268907563,0.09563994374120956,31.545285478957144,0.09563994374120956
2025-04-03 17:00:00,2267,2369.6484146036137,6316,604,85,0.14072847682119205,0.09563014566181127,27.878216642395454,0.09563014566181127
2025-04-03 18:00:00,3879,3915.808844892331,9145,874,124,0.14187643020594964,0.09557135046473483,31.579103587841377,0.09557135046473483
2025-04-03 19:00:00,2528,2503.1803222135827,8683,830,117,0.14096385542168674,0.09558908211447656,21.3947036086631,0.09558908211447656
2025-04-03 20:00:00,4202,4546.960062370112,8273,791,112,0.1415929203539823,0.09561223256376164,40.59785769973314,0.09561223256376164
2025-04-03 21:00:00,4556,4371.900652245025,5145,492,69,0.1402439024390244,0.0956268221574344,63.360879018043846,0.0956268221574344
2025-04-03 22:00:00,4890,4913.083025942681,8040,769,109,0.14174252275682706,0.09564676616915423,45.074156201309,0.09564676616915423
2025-04-03 23:00:00,1646,1711.0637040956483,6462,618,87,0.1407766990291262,0.09563602599814298,19.66739889765113,0.09563602599814298
2025-04-04 00:00:00,3068,3249.9150815534913,9676,925,131,0.14162162162162162,0.09559735427862753,24.808512072927414,0.09559735427862753
2025-04-04 01:00:00,3888,3856.388077858944,6584,629,89,0.14149443561208266,0.09553462940461725,43.33020312201061,0.09553462940461725
2025-04-04 02:00:00,3214,3433.896361574027,5482,524,74,0.14122137404580154,0.09558555271798613,46.4040048861355,0.09558555271798613
2025-04-04 03:00:00,2297,2420.5408103602936,8179,782,110,0.14066496163682865,0.09561071035578922,22.00491645782085,0.09561071035578922
2025-04-04 04:00:00,3435,3137.004116784232,6249,597,84,0.1407035175879397,0.09553528564570331,37.34528710457419,0.09553528564570331
2025-04-04 05:00:00,1600,1454.6756052494827,9768,934,132,0.14132762312633834,0.09561834561834562,11.020269736738506,0.09561834561834562
2025-04-04 06:00:00,3363,3444.253903342299,5630,538,76,0.1412639405204461,0.0955595026642984,45.31913030713552,0.0955595026642984
2025-04-04 07:00:00,3061,2967.586488515599,5661,541,76,0.14048059149722736,0.0955661543896838,39.04719063836314,0.0955661543896838
2025-04-04 08:00:00,1241,1168.8062623456872,8503,813,115,0.14145141451414514,0.09561331294837117,10.163532716049454,0.09561331294837117
2025-04-04 09:00:00,3041,3089.4430901457113,7852,751,106,0.1411451398135819,0.0956444218033622,29.14568952967652,0.0956444218033622
2025-04-04 10:00:00,3824,3702.8275433571657,7466,714,101,0.14145658263305322,0.09563353870881329,36.66165884512045,0.09563353870881329
2025-04-04 11:00:00,4417,4449.91850232521,5987,572,81,0.14160839160839161,0.095540337397695,54.937265460805065,0.095540337397695
2025-04-04 12:00:00,3612,3583.1900804497327,6546,626,88,0.14057507987220447,0.0956309196455851,40.71806909601969,0.0956309196455851
2025-04-04 13:00:00,3945,4011.880457593883,5649,540,76,0.14074074074074075,0.09559214020180563,52.78790075781425,0.09559214020180563
2025-04-04 14:00:00,2363,2315.882011058999,5968,570,80,0.14035087719298245,0.09550938337801608,28.94852513823749,0.09550938337801608
2025-04-04 15:00:00,3139,3263.095702766934,7637,730,103,0.1410958904109589,0.09558727248919732,31.68054080356247,0.09558727248919732
2025-04-04 16:00:00,2390,2237.0721561829646,6100,583,82,0.14065180102915953,0.09557377049180328,27.281367758328837,0.09557377049180328
2025-04-04 17:00:00,4003,4160.319073861399,5440,520,73,0.14038461538461539,0.09558823529411764,56.9906722446767,0.09558823529411764
2025-04-04 18:00:00,2478,2434.219297835591,5769,551,78,0.14156079854809436,0.0955104870861501,31.20793971584091,0.0955104870861501
2025-04-04 19:00:00,4499,4835.810980848005,6343,606,85,0.14026402640264027,0.09553838877502759,56.89189389232947,0.09553838877502759
2025-04-04 20:00:00,3556,3566.8358822194273,9358,895,126,0.14078212290502792,0.09564009403718743,28.308221287455773,0.09564009403718743
2025-04-04 21:00:00,1775,1942.9541739908873,8729,835,118,0.14131736526946106,0.09565815099094971,16.465713338905825,0.09565815099094971
2025-04-04 22:00:00,1034,1055.0802397978707,8906,851,120,0.1410105757931845,0.09555355939815854,8.792335331648923,0.09555355939815854
2025-04-04 23:00:00,3253,3073.3362022786523,6577,629,89,0.14149443561208266,0.0956363083472708,34.53186744133317,0.0956363083472708
2025-04-05 00:00:00,4152,4419.214944835631,9008,861,122,0.14169570267131243,0.09558170515097691,36.22307331832484,0.09558170515097691
2025-04-05 01:00:00,2955,2863.4438330430307,8351,798,113,0.14160401002506265,0.09555741827326068,25.34021091188523,0.09555741827326068
2025-04-05 02:00:00,2585,2506.2191338875473,9795,937,132,0.14087513340448238,0.09566105155691679,18.986508590057177,0.09566105155691679
2025-04-05 03:00:00,4943,4480.142108116234,7349,703,99,0.14082503556187767,0.0956592733705266,45.253960688042774,0.0956592733705266
2025-04-05 04:00:00,4459,4502.444312751167,8602,822,116,0.1411192214111922,0.095559172285515,38.81417510992385,0.095559172285515
2025-04-05 05:00:00,4073,4101.041386140514,6241,597,84,0.1407035175879397,0.0956577471559045,48.82192126357755,0.0956577471559045
2025-04-05 06:00:00,2021,1962.791757942737,6125,585,83,0.14188034188034188,0.09551020408163265,23.6480934691896,0.09551020408163265
2025-04-05 07:00:00,4461,4812.720641955745,7601,727,103,0.14167812929848694,0.09564530982765426,46.72544312578393,0.09564530982765426
2025-04-05 08:00:00,3613,3344.733592611323,6190,592,83,0.14020270270270271,0.09563812600969306,40.29799509170268,0.09563812600969306
2025-04-05 09:00:00,2129,2056.6563727674643,9131,873,123,0.140893470790378,0.09560836710108422,16.72078351843467,0.09560836710108422
2025-04-05 10:00:00,4843,4670.185065869076,9839,941,133,0.14133900106269925,0.09563980079276349,35.11417342758704,0.09563980079276349
2025-04-05 11:00:00,4893,4494.015567683451,9448,903,128,0.14174972314507198,0.09557578323454699,35.10949662252696,0.09557578323454699
2025-04-05 12:00:00,2500,2490.5726970281466,5072,485,68,0.1402061855670103,0.0956230283911672,36.626069073943334,0.0956230283911672
2025-04-05 13:00:00,1702,1765.9219176995068,6914,661,93,0.14069591527987896,0.09560312409603702,18.988407717199,0.09560312409603702
2025-04-05 14:00:00,3449,3457.041007944901,7472,714,101,0.14145658263305322,0.09555674518201285,34.22812879153368,0.09555674518201285
2025-04-05 15:00:00,3777,3517.880941523813,8046,769,109,0.14174252275682706,0.09557544121302511,32.27413707820012,0.09557544121302511
2025-04-05 16:00:00,2579,2515.704100871861,5707,545,77,0.14128440366972478,0.09549675836691782,32.67148182950469,0.09549675836691782
2025-04-05 17:00:00,1161,1045.5025646618828,6804,650,92,0.14153846153846153,0.09553203997648442,11.364158311542205,0.09553203997648442
2025-04-05 18:00:00,1201,1289.465925909948,8713,833,118,0.14165666266506602,0.09560426948238265,10.9276773382199,0.09560426948238265
2025-04-05 19:00:00,2981,2733.2890399792227,7564,723,102,0.14107883817427386,0.09558434690639873,26.79695137234532,0.09558434690639873
2025-04-05 20:00:00,1995,2033.813954819917,7475,715,101,0.14125874125874127,0.09565217391304348,20.13677182990017,0.09565217391304348
2025-04-05 21:00:00,3317,3639.582891058046,8610,823,116,0.14094775212636695,0.09558652729384437,31.3757145780866,0.09558652729384437
2025-04-05 22:00:00,4934,4970.1076494603,9255,885,125,0.14124293785310735,0.09562398703403566,39.7608611956824,0.09562398703403566
2025-04-05 23:00:00,1815,1968.9271585559986,7823,748,106,0.14171122994652408,0.09561549277770676,18.574784514679234,0.09561549277770676
2025-04-06 00:00:00,4342,4112.843597359154,6735,644,91,0.14130434782608695,0.09561989606533036,45.196083487463234,0.09561989606533036
2025-04-06 01:00:00,1455,1530.6470240008373,6585,629,89,0.14149443561208266,0.09552012148823083,17.198281168548732,0.09552012148823083
2025-04-06 02:00:00,4533,4561.3455325524055,5066,484,68,0.14049586776859505,0.09553888669561784,67.07861077282949,0.09553888669561784
2025-04-06 03:00:00,4798,5009.60721251125,8061,771,109,0.14137483787289234,0.09564570152586528,45.959699197350915,0.09564570152586528
2025-04-06 04:00:00,2275,2075.865319942615,7428,710,100,0.14084507042253522,0.09558427571351642,20.75865319942615,0.09558427571351642
2025-04-06 05:00:00,2016,1873.9684018565906,9153,875,124,0.1417142857142857,0.09559707199825195,15.11264840206928,0.09559707199825195
2025-04-06 06:00:00,4773,4422.773420029607,5341,510,72,0.1411764705882353,0.09548773637895525,61.427408611522324,0.09548773637895525
2025-04-06 07:00:00,3343,3468.1388569126675,7774,743,105,0.14131897711978467,0.09557499356830461,33.02989387535874,0.09557499356830461
2025-04-06 08:00:00,4796,5126.387493190177,7817,747,105,0.14056224899598393,0.09556095688883204,48.82273803038264,0.09556095688883204
2025-04-06 09:00:00,3767,3955.0608691952702,7661,732,103,0.1407103825136612,0.09554888395770787,38.398649215488064,0.09554888395770787
2025-04-06 10:00:00,4820,4367.375155235185,6232,596,84,0.14093959731543623,0.09563543003851091,51.992561371847444,0.09563543003851091
2025-04-06 11:00:00,1337,1435.1932859393812,8874,848,120,0.14150943396226415,0.09556006310570204,11.959944049494844,0.09556006310570204
2025-04-06 12:00:00,1878,1823.2174895498981,7401,708,100,0.14124293785310735,0.09566274827725983,18.232174895498982,0.09566274827725983
2025-04-06 13:00:00,2076,2033.3024232556952,6494,621,88,0.14170692431561996,0.09562673236834,23.105709355178355,0.09562673236834
2025-04-06 14:00:00,1791,1649.4641354519347,9211,881,125,0.14188422247446084,0.0956465096080773,13.195713083615477,0.0956465096080773
2025-04-06 15:00:00,4993,5230.072838805288,5661,541,76,0.14048059149722736,0.0955661543896838,68.81674787901694,0.0955661543896838
2025-04-06 16:00:00,3264,3056.5949158691055,8883,849,120,0.1413427561837456,0.09557581898007429,25.471624298909212,0.09557581898007429
2025-04-06 17:00:00,1763,1785.5540914458416,8619,824,116,0.1407766990291262,0.09560273813667479,15.392707684877944,0.09560273813667479
2025-04-06 18:00:00,3235,3455.4393608630216,6868,657,93,0.1415525114155251,0.09566103669190448,37.15526194476367,0.09566103669190448
2025-04-06 19:00:00,1379,1265.7025538587852,7334,701,99,0.14122681883024252,0.09558221979820017,12.784874281401871,0.09558221979820017
2025-04-06 20:00:00,1492,1502.5441323022324,8374,801,113,0.14107365792759052,0.09565321232385957,13.29685072833834,0.09565321232385957
2025-04-06 21:00:00,4112,3892.597176858557,6016,575,81,0.1408695652173913,0.09557845744680851,48.056755269858726,0.09557845744680851
2025-04-06 22:00:00,2180,2111.5161128253217,9406,899,127,0.14126807563959956,0.0955772910907931,16.626111124608833,0.0955772910907931
2025-04-06 23:00:00,3062,3046.059192132073,5207,498,70,0.14056224899598393,0.09564048396389475,43.51513131617247,0.09564048396389475
2025-04-07 00:00:00,4884,4742.465883443225,7665,733,104,0.14188267394270124,0.09562948467058056,45.600633494646395,0.09562948467058056
2025-04-07 01:00:00,1064,1095.6695004140474,7493,716,101,0.14106145251396648,0.0955558521286534,10.848212875386608,0.0955558521286534
2025-04-07 02:00:00,4928,4907.876119488989,5632,538,76,0.1412639405204461,0.09552556818181818,64.57731736169723,0.09552556818181818
2025-04-07 03:00:00,4910,4992.683893989314,7102,679,96,0.14138438880706922,0.09560687130385807,52.007123895722025,0.09560687130385807
2025-04-07 04:00:00,3568,3736.99651844181,7959,761,107,0.14060446780551905,0.0956150270134439,34.9252011069328,0.0956150270134439
2025-04-07 05:00:00,2367,2394.335188700937,8083,773,109,0.1410090556274256,0.0956328096003959,21.966377877990247,0.0956328096003959
2025-04-07 06:00:00,2152,2189.244851077991,9752,932,132,0.14163090128755365,0.0955701394585726,16.585188265742357,0.0955701394585726
2025-04-07 07:00:00,3027,3066.0232016432074,6931,663,94,0.14177978883861236,0.09565719232433992,32.61726810258731,0.09565719232433992
2025-04-07 08:00:00,3695,3605.4129705780033,8719,834,118,0.14148681055155876,0.0956531712352334,30.554347208288164,0.0956531712352334
2025-04-07 09:00:00,2495,2413.8859701020874,7562,723,102,0.14107883817427386,0.09560962708278234,23.665548726491053,0.09560962708278234
2025-04-07 10:00:00,4134,4464.428467959497,6679,638,90,0.14106583072100312,0.0955232819284324,49.60476075510552,0.0955232819284324
2025-04-07 11:00:00,2162,2208.506878119741,5236,500,70,0.14,0.09549274255156608,31.550098258853442,0.09549274255156608
2025-04-07 12:00:00,2522,2393.051731616372,9443,903,128,0.14174972314507198,0.09562638991845812,18.695716653252905,0.09562638991845812
2025-04-07 13:00:00,3640,3638.7243240340285,9725,930,131,0.14086021505376345,0.09562982005141388,27.776521557511668,0.09562982005141388
2025-04-07 14:00:00,1391,1343.8029474923503,6540,625,88,0.1408,0.095565749235474,15.2704880396858,0.095565749235474
2025-04-07 15:00:00,2698,2932.0201081008286,8943,855,121,0.1415204678362573,0.09560550150956056,24.231571141329162,0.09560550150956056
2025-04-07 16:00:00,1418,1278.3367453848236,5363,513,72,0.14035087719298245,0.0956554167443595,17.75467701923366,0.0956554167443595
2025-04-07 17:00:00,3336,3152.742042633799,7368,704,99,0.140625,0.09554831704668838,31.845879218523223,0.09554831704668838
2025-04-07 18:00:00,1378,1340.8923395021702,5285,505,71,0.1405940594059406,0.09555345316934721,18.885807598622115,0.09555345316934721
2025-04-07 19:00:00,2796,2789.183240612246,5148,492,69,0.1402439024390244,0.09557109557109557,40.42294551611951,0.09557109557109557
2025-04-07 20:00:00,4561,4881.015739770132,9037,864,122,0.1412037037037037,0.09560694920880823,40.008325735820755,0.09560694920880823
2025-04-07 21:00:00,3278,3007.8191266485182,9551,913,129,0.14129244249726178,0.09559208459847136,23.316427338360608,0.09559208459847136
2025-04-07 22:00:00,4065,4313.66815292055,6766,647,91,0.14064914992272023,0.09562518474726574,47.40294673539066,0.09562518474726574
2025-04-07 23:00:00,3088,2813.571595026868,9895,946,134,0.1416490486257928,0.09560384032339565,20.996802947961704,0.09560384032339565
2025-04-08 00:00:00,4099,4379.62904613745,6012,575,81,0.1408695652173913,0.09564204923486361,54.06949439675864,0.09564204923486361
2025-04-08 01:00:00,3182,2896.66081811934,7831,749,106,0.14152202937249667,0.09564551142893628,27.326988850182452,0.09564551142893628
2025-04-08 02:00:00,1200,1084.3781955428067,7507,718,101,0.14066852367688024,0.09564406553883043,10.736417777651551,0.09564406553883043
2025-04-08 03:00:00,2863,2975.7801333510133,6523,624,88,0.14102564102564102,0.09566150544228116,33.815683333534245,0.09566150544228116
2025-04-08 04:00:00,1779,1955.9235192705949,7785,744,105,0.14112903225806453,0.09556840077071291,18.62784304067233,0.09556840077071291
2025-04-08 05:00:00,3977,4292.463803169536,7556,722,102,0.14127423822714683,0.09555320275277925,42.08297846244643,0.09555320275277925
2025-04-08 06:00:00,4104,4166.379501334886,8725,834,118,0.14148681055155876,0.09558739255014327,35.308300858770224,0.09558739255014327
2025-04-08 07:00:00,4119,4462.850506059861,9576,916,129,0.1408296943231441,0.09565580618212197,34.59574035705319,0.09565580618212197
2025-04-08 08:00:00,1502,1353.3921219218407,6601,631,89,0.1410459587955626,0.09559157703378277,15.206653055301581,0.09559157703378277
2025-04-08 09:00:00,3454,3782.1763961625047,7408,708,100,0.14124293785310735,0.09557235421166306,37.821763961625045,0.09557235421166306
2025-04-08 10:00:00,4645,4636.4056159314105,5340,510,72,0.1411764705882353,0.09550561797752809,64.39452244349181,0.09550561797752809
2025-04-08 11:00:00,2751,2873.6374323613013,7817,747,105,0.14056224899598393,0.09556095688883204,27.36797554629811,0.09556095688883204
2025-04-08 12:00:00,1804,1919.7668195137298,7496,717,101,0.14086471408647142,0.09565101387406617,19.007592272413167,0.09565101387406617
2025-04-08 13:00:00,3146,3283.4533148103596,9930,949,134,0.14120126448893572,0.09556898288016112,24.50338294634597,0.09556898288016112
2025-04-08 14:00:00,3731,3757.1444094519125,6725,643,91,0.14152410575427682,0.09561338289962826,41.28730120276827,0.09561338289962826
2025-04-08 15:00:00,2895,2881.4626813091927,6689,639,90,0.14084507042253522,0.09552997458513979,32.01625201454659,0.09552997458513979
2025-04-08 16:00:00,3773,4028.4943987970005,8267,790,112,0.14177215189873418,0.09556066287649692,35.96869998925893,0.09556066287649692
2025-04-08 17:00:00,2570,2418.409865916822,9406,899,127,0.14126807563959956,0.0955772910907931,19.042597369423795,0.0955772910907931
2025-04-08 18:00:00,1960,2143.45367406966,5261,503,71,0.1411530815109344,0.09560919977190648,30.18948836717831,0.09560919977190648
2025-04-08 19:00:00,4810,5012.936284640952,6442,616,87,0.14123376623376624,0.09562247749146228,57.61995729472359,0.09562247749146228
2025-04-08 20:00:00,3660,3440.03907081165,5405,517,73,0.14119922630560927,0.09565217391304348,47.123822887830826,0.09565217391304348
2025-04-08 21:00:00,2485,2602.4148502981484,7190,687,97,0.14119359534206696,0.09554937413073714,26.829019075238644,0.09554937413073714
2025-04-08 22:00:00,3690,3712.021937107664,9437,902,127,0.14079822616407983,0.09558122284624351,29.228519189824127,0.09558122284624351
2025-04-08 23:00:00,4840,5040.598732583823,5243,501,71,0.14171656686626746,0.09555597940110623,70.99434834625103,0.09555597940110623
2025-04-09 00:00:00,2028,2136.6113657852156,9585,916,129,0.1408296943231441,0.095565988523735,16.562878804536556,0.095565988523735
2025-04-09 01:00:00,4289,3934.9775160520235,9107,871,123,0.14121699196326062,0.09564071593279895,31.991687122374174,0.09564071593279895
2025-04-09 02:00:00,1502,1503.8336284903478,5560,531,75,0.14124293785310735,0.09550359712230216,20.05111504653797,0.09550359712230216
2025-04-09 03:00:00,3814,4143.54054027359,9137,874,124,0.14187643020594964,0.09565502900295501,33.4156495183354,0.09565502900295501
2025-04-09 04:00:00,1397,1346.8874284893684,7725,739,104,0.14073071718538566,0.09566343042071197,12.95084065855162,0.09566343042071197
2025-04-09 05:00:00,1870,1905.112278486654,5593,535,75,0.14018691588785046,0.09565528338995173,25.40149704648872,0.09565528338995173
2025-04-09 06:00:00,3842,3741.516701992204,6826,653,92,0.14088820826952528,0.09566363902724875,40.668659804263086,0.09566363902724875
2025-04-09 07:00:00,1392,1379.2682034657973,8229,787,111,0.14104193138500634,0.09563737999756958,12.42583967086304,0.09563737999756958
2025-04-09 08:00:00,1206,1217.7230720466825,8287,792,112,0.1414141414141414,0.09557137685531555,10.872527428988237,0.09557137685531555
2025-04-09 09:00:00,2038,2057.940599002747,9073,867,123,0.14186851211072665,0.09555824975201146,16.731224382136155,0.09555824975201146
2025-04-09 10:00:00,2881,2709.137092394682,5133,491,69,0.14052953156822812,0.09565556204948374,39.26285641151713,0.09565556204948374
2025-04-09 11:00:00,4625,4795.728681788846,8138,778,110,0.14138817480719795,0.09560088473826493,43.59753347080769,0.09560088473826493
2025-04-09 12:00:00,3939,3614.322498036965,8919,853,121,0.141852286049238,0.09563852449826214,29.87043386807409,0.09563852449826214
2025-04-09 13:00:00,2484,2304.5681474459957,5072,485,68,0.1402061855670103,0.0956230283911672,33.89070805067641,0.0956230283911672
2025-04-09 14:00:00,4762,4288.381860602208,9494,908,128,0.14096916299559473,0.09563935116915948,33.50298328595475,0.09563935116915948
2025-04-09 15:00:00,4646,4289.833982800451,9225,882,125,0.1417233560090703,0.09560975609756098,34.318671862403605,0.09560975609756098
2025-04-09 16:00:00,1863,1853.001726511935,7978,763,108,0.14154652686762778,0.09563800451240913,17.157423393629028,0.09563800451240913
2025-04-09 17:00:00,3790,3870.4252258403258,9361,895,126,0.14078212290502792,0.09560944343553039,30.717660522542268,0.09560944343553039
2025-04-09 18:00:00,4312,4565.795221651078,6985,668,94,0.1407185628742515,0.09563350035790981,48.57228959203274,0.09563350035790981
2025-04-09 19:00:00,1563,1440.0541855854601,5792,554,78,0.1407942238267148,0.09564917127071823,18.46223314853154,0.09564917127071823
2025-04-09 20:00:00,2020,2161.6938938466483,9259,885,125,0.14124293785310735,0.09558267631493682,17.293551150773187,0.09558267631493682
2025-04-09 21:00:00,1095,1148.8684210951694,5094,487,69,0.14168377823408623,0.09560266980761681,16.65026697239376,0.09560266980761681
2025-04-09 22:00:00,2923,2869.519794050337,6133,586,83,0.1416382252559727,0.09554867112343061,34.57252763916069,0.09554867112343061
2025-04-09 23:00:00,2757,2995.722050198915,9917,948,134,0.14135021097046413,0.09559342543107795,22.356134702976977,0.09559342543107795
2025-04-10 00:00:00,3532,3878.792582169501,5237,500,70,0.14,0.09547450830628222,55.41132260242144,0.09547450830628222
